"name_with_owner","author","message","is_core"
"weaviate/weaviate","antas-marcin","Merge pull request #3122 from weaviate/reranker-cohere

Introduce reranker-cohere module",1
"archesproject/arches","jacobtylerwalls","Redesign validate command",0
"archesproject/arches","jacobtylerwalls","enum comparison is more idiomatic with IS",0
"xamarin/xamarin-macios","haritha-mohan","[Speech] Add support for Xcode 15 (#19075)

Co-authored-by: GitHub Actions Autoformatter <github-actions-autoformatter@xamarin.com>
Co-authored-by: Alex Soto <alex@soto.dev>",0
"postmanlabs/postman-docs","petewitcher-postman","Merge branch 'tw-1337-migration-guide-insomnia' of https://github.com/postmanlabs/postman-docs into tw-1337-migration-guide-insomnia",0
"postmanlabs/postman-docs","petewitcher-postman","Review feedback",0
"weaviate/weaviate","abdelr","missing latency update",0
"postmanlabs/postman-docs","petewitcher-postman","Merge branch 'develop' into tw-1208-public-api-top-trending",0
"postmanlabs/postman-docs","petewitcher-postman","Merge branch 'develop' into tw-1120-linux-for-enterprise",0
"postmanlabs/postman-docs","petewitcher-postman","Update src/pages/docs/postman-flows/tutorials/send-information-from-one-system-to-another.md

Co-authored-by: Ashley Kinard <113702138+akinard-postman@users.noreply.github.com>",0
"postmanlabs/postman-docs","petewitcher-postman","Add /flows to links",0
"weaviate/weaviate","abdelr","rescoring distances",0
"postmanlabs/postman-docs","petewitcher-postman","Merge branch 'develop' into tw-1326-forms-availability",0
"archesproject/arches","chrabyrd","nit #9304",1
"archesproject/arches","ryan86","Merge pull request #9432 from johnatawnclementawn:9354_domain_value_datatype_accessible

9354 Make domain value datatype accessible",1
"weaviate/weaviate","etiennedi","WIP parallelize backup uploads",1
"weaviate/weaviate","etiennedi","prepare release v1.21.0-rc.1",1
"postmanlabs/postman-docs","mclausaudio","Merge pull request #5139 from postmanlabs/MARKENG-2860-prod

[MARKENG-2860] PROD GH Action, deploy page-data.json files into WWW Prod bucket, on LC Prod deploy",0
"archesproject/arches","bferguso","8929 - Allow map layers to be fully defined in JSON file",0
"postmanlabs/postman-docs","claireriley","add TW-1009",1
"postmanlabs/postman-docs","claireriley","Merge pull request #4707 from postmanlabs/TW-930-Doc-JSON-comment-in-API-client

TW-930  Doc JSON comment in API client",1
"postmanlabs/postman-docs","petewitcher-postman","Merge branch 'tw-1030-visualizing-tutorial' of https://github.com/postmanlabs/postman-docs into tw-1030-visualizing-tutorial",0
"weaviate/weaviate","abdelr","Merge branch 'as/insert-queue' of https://github.com/weaviate/weaviate into as/insert-queue",0
"postmanlabs/postman-docs","petewitcher-postman","Update images",0
"weaviate/weaviate","abdelr","Using BigEndian encoding to assure contiguous allocation of ids for better filtering performance",0
"postmanlabs/postman-docs","petewitcher-postman","Merge branch 'develop' into tw-1369-maint-review",0
"postmanlabs/postman-docs","petewitcher-postman","Merge branch 'TW-1344-Doc-MQTT' of https://github.com/postmanlabs/postman-docs into TW-1344-Doc-MQTT",0
"postmanlabs/postman-docs","claireriley","add TW-1202",1
"postmanlabs/postman-docs","claireriley","Merge remote-tracking branch 'origin/develop' into TW-1056-community-role-updates",1
"archesproject/arches","bferguso","Merge branch '9540_index_performance_fix' of https://github.com/archesproject/arches into 9540_index_performance_fix",0
"postmanlabs/postman-docs","claireriley","Merge remote-tracking branch 'origin/develop' into TW-1343-domain-verification-updates",1
"weaviate/weaviate","dirkkul","Merge pull request #3523 from weaviate/grpc_sort

Add sorting to grpc",0
"weaviate/weaviate","redouan-rhazouani","Merge pull request #3118 from weaviate/feature/efficient_schema_update

Enhance schema persistence capability to selectively persist schema changes",0
"weaviate/weaviate","dirkkul","Fix typo in docstring and small optimization",0
"weaviate/weaviate","dirkkul","Add more tests for gql + tenant",0
"weaviate/weaviate","dirkkul","Use the weight as value if original scores are identical",0
"weaviate/weaviate","dirkkul","Code cleanup after review",0
"postmanlabs/postman-docs","jkonrath-postman","Update src/pages/docs/collaborating-in-postman/using-workspaces/managing-workspaces.md

Co-authored-by: MatthewPinsker <108359042+MatthewPinsker-postman@users.noreply.github.com>",1
"postmanlabs/postman-docs","jkonrath-postman","Merge branch 'develop' into TW-1177-Doc-Build-ability-to-easily-share-individual-requests",1
"postmanlabs/postman-docs","jkonrath-postman","edits",1
"weaviate/weaviate","parkerduckworth","Merge pull request #3295 from weaviate/mmap_windows

Add support for compilation on windows",0
"postmanlabs/postman-docs","petewitcher-postman","Update src/pages/docs/getting-started/exploring-public-api-network.md

Co-authored-by: Nermina <136389852+nerminamiller-postman@users.noreply.github.com>",0
"postmanlabs/postman-docs","petewitcher-postman","Style guide and lint",0
"postmanlabs/postman-docs","claireriley","add capital",1
"postmanlabs/postman-docs","claireriley","fix link",1
"weaviate/weaviate","dirkkul","More tests for parsing grpc requests",0
"weaviate/weaviate","dirkkul","Add tests for generative search",0
"weaviate/weaviate","dirkkul","Add validation of search parameters (class and properties)",0
"weaviate/weaviate","dirkkul","Merge pull request #3203 from weaviate/concurrent_tenants

Add stress test for tenant-add",0
"weaviate/weaviate","abdelr","Merge pull request #3103 from weaviate/PQ_Fix_cosine_with_rescoring

Pq fix cosine with rescoring",0
"postmanlabs/postman-docs","petewitcher-postman","Updated images",0
"lvgl/lvgl","bjsylvia","chore: cleanup LV_USE_MSG (#4681)

Signed-off-by: XiaoweiYan <yanxiaowei@xiaomi.com>
Co-authored-by: XiaoweiYan <yanxiaowei@xiaomi.com>",0
"postmanlabs/postman-docs","tristandenyer","Merge pull request #4730 from postmanlabs/ga-g4-update

update GA to use G4",1
"archesproject/arches","johnatawnclementawn","Handle enter and space key presses as click on switch element #9349",0
"archesproject/arches","johnatawnclementawn","Merge branch 'accessibility' into 9352_concept_datatype_accessible",0
"lvgl/lvgl","bjsylvia","chore(api): update lv_api_map.h (#4757)

Signed-off-by: XiaoweiYan <yanxiaowei@xiaomi.com>
Co-authored-by: XiaoweiYan <yanxiaowei@xiaomi.com>",0
"lvgl/lvgl","kisvegabor","ci: fix typo in dependabot.yml",1
"weaviate/weaviate","redouan-rhazouani","schema: fix schema persistence when adding teanants

sharding: fix setting indexID in the sharding state",0
"pingcap/docs","shawn0915","system-variables: update docs for hint SET_VAR (#15059)",0
"postmanlabs/postman-docs","jkonrath-postman","add Academy",1
"postmanlabs/postman-docs","jkonrath-postman","Merge pull request #4856 from postmanlabs/TW-1164-Changing-pricing-notes-for-new-enterprise-plans

TW-1164 changing pricing notes for new enterprise plans",1
"postmanlabs/postman-docs","jkonrath-postman","Change step",1
"postmanlabs/postman-docs","jkonrath-postman","minor edits",1
"postmanlabs/postman-docs","jkonrath-postman","Apply suggestions from code review

Co-authored-by: Ashley Kinard <113702138+akinard-postman@users.noreply.github.com>",1
"postmanlabs/postman-docs","MatthewPinsker-postman","Azure AD SSO quick fixes",0
"archesproject/arches","ryan86","Merge pull request #9428 from johnatawnclementawn:9351_boolean_datatype_accessible

9351 Make boolean datatype accessible",1
"postmanlabs/postman-docs","jkonrath-postman","edit",1
"postmanlabs/postman-docs","jkonrath-postman","Merge pull request #4769 from postmanlabs/develop

Dev -> Prod",1
"postmanlabs/postman-docs","jkonrath-postman","Remove some gerunds",1
"postmanlabs/postman-docs","petewitcher-postman","Update src/pages/docs/postman-flows/tutorials/creating-output-displays.md

Co-authored-by: MatthewPinsker <108359042+MatthewPinsker-postman@users.noreply.github.com>",0
"postmanlabs/postman-docs","petewitcher-postman","Merge branch 'develop' into tw-1322-billing-section",0
"postmanlabs/postman-docs","petewitcher-postman","typo",0
"postmanlabs/postman-docs","jkonrath-postman","Merge pull request #4907 from postmanlabs/tw-970-improved-comments

[TW-970] Doc Improve comments functionality for entity and git linked API",1
"postmanlabs/postman-docs","petewitcher-postman","Typo, delete TODO",0
"archesproject/arches","njkim","Adjust button widht, #9366",1
"archesproject/arches","njkim","Add back the reverse function, #9979",1
"jens-maus/RaspberryMatic","jens-maus","updated upstream kernel to 6.1.61",1
"PhantomBot/PhantomBot","gmt2001","Merge pull request #3341 from gmt2001/patch-683

Patch 683",1
"PhantomBot/PhantomBot","gmt2001","Fix empty users",1
"PhantomBot/PhantomBot","gmt2001","Change edge to only upload full artifact",1
"PhantomBot/PhantomBot","gmt2001","Start conversion of Datastore",1
"postmanlabs/postman-docs","jkonrath-postman","Update src/pages/docs/collections/collections-overview.md

Co-authored-by: MatthewPinsker <108359042+MatthewPinsker-postman@users.noreply.github.com>",1
"postmanlabs/postman-docs","jkonrath-postman","Merge pull request #4709 from postmanlabs/tw-1015-performance-testing

[TW-1015] Doc Load testing from the client",1
"weaviate/weaviate","parkerduckworth","add comment explaining QUERY_REF_LIMIT=0",0
"weaviate/weaviate","antas-marcin","Merge pull request #3117 from weaviate/add-support-for-new-cohere-models

Cohere module: add support for new model names in text2vec and generative modules",1
"PhantomBot/PhantomBot","gmt2001","Updated GitHub Pages (Stable)",1
"PhantomBot/PhantomBot","gmt2001","Merge pull request #3232 from gmt2001/patch-649

Default website to stable",1
"archesproject/arches","chiatt","Add draft release notes, re #9841",1
"archesproject/arches","chiatt","Merge pull request #9580 from archesproject/9579_add_recalculate_descriptors_flag

9579 - First cut of es refresh descriptors argument",1
"weaviate/weaviate","tsmith023","fix typo",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Removed JSON schema mentions and example sections",0
"lvgl/lvgl","niklasf","chore(demo): fix -Wenum-int-mismatch (#4726)",0
"postmanlabs/postman-docs","petewitcher-postman","Finished replacing tables in Manipulating data",0
"weaviate/weaviate","dirkkul","Small fix",0
"weaviate/weaviate","dirkkul","Remove OperatorNot from json schema",0
"weaviate/weaviate","dirkkul","Add test for concurrent multi-deletes",0
"weaviate/weaviate","dirkkul","Remove outdated comment",0
"weaviate/weaviate","tsmith023","add newlines at ends of protos",0
"postmanlabs/postman-docs","nerminamiller-postman","Merge pull request #4954 from postmanlabs/tw-684-collection-run

[TW-684] Add ""Viewing collection run details"" sections to all CI/CD integrations",0
"lvgl/lvgl","kisvegabor","feat(img): replace image decider read_line_cb with get_area_cb",1
"PhantomBot/PhantomBot","gmt2001","Suppress TimeoutException",1
"PhantomBot/PhantomBot","gmt2001","Add BackoffOnce",1
"PhantomBot/PhantomBot","gmt2001","Merge pull request #3225 from gmt2001/patch-644

Patch 644",1
"awsdocs/aws-doc-sdk-examples","Laren-AWS","Fix resilient service region (#5489)

* Use EC2 instance metadata to get the region instead of passing in a hardcoded value.

* Use branch version of server.py for testing.

* Get server script from main.

* Remove region from spec.",1
"postmanlabs/postman-docs","MatthewPinsker-postman","Scripts execute async",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Tested scripts, and updated syntax as needed

* Removed deprecated key-values from front matter
* Updated screenshot",0
"postmanlabs/postman-docs","petewitcher-postman","Update src/pages/docs/getting-started/importing-and-exporting/importing-from-insomnia.md

Co-authored-by: Jonathan Konrath <80709817+jkonrath-postman@users.noreply.github.com>",0
"postmanlabs/postman-docs","petewitcher-postman","Update src/pages/docs/getting-started/importing-and-exporting/importing-from-insomnia.md

Co-authored-by: Nermina <136389852+nerminamiller-postman@users.noreply.github.com>",0
"postmanlabs/postman-docs","petewitcher-postman","Merge branch 'develop' into tw-1383-refresh-audit-logs",0
"postmanlabs/postman-docs","petewitcher-postman","Updated image",0
"netbox-community/netbox","kenny-y-dev","Update attr in conditions example",0
"postmanlabs/postman-docs","claireriley","update intro and add screenshot",1
"postmanlabs/postman-docs","akinard-postman","Merge branch 'develop' into PAPI-1716-make-a-call-doc-postman-api",0
"PhantomBot/PhantomBot","Sartharon","Save cooldown in db after clearing + properly clear cooldowns if cooldown time is unset",0
"archesproject/arches","njkim","Merge branch 'dev/7.4.x' into 9219_individual_edit_modules",1
"archesproject/arches","njkim","Accept the tileid when importing, #9749",1
"archesproject/arches","njkim","Update sql syntax, #9670",1
"lvgl/lvgl","kisvegabor","docs(scale): fix rst",1
"postmanlabs/postman-docs","nerminamiller-postman","Update making-soap-requests.md

Updates screenshots and adds small copyedits",0
"archesproject/arches","chrabyrd","nit #9304",1
"jens-maus/RaspberryMatic","jens-maus","updated uboot raspberrypi patches to latest patchset.",1
"jens-maus/RaspberryMatic","jens-maus","updated upstream kernel to 6.1.55",1
"jens-maus/RaspberryMatic","jens-maus","removed because package is obsolete already.",1
"weaviate/weaviate","parkerduckworth","Merge pull request #3308 from weaviate/merge-stable-v1-20-to-master

Merge stable v1.20 branch to master",0
"postmanlabs/postman-docs","jkonrath-postman","Merge pull request #4818 from postmanlabs/tw-964-breadcrumb-redesign

[TW-964] Breadcrumb redesign",1
"postmanlabs/postman-docs","jkonrath-postman","Merge branch 'develop' into TW-1196-CA-012-Templates-in-LC",1
"weaviate/weaviate","dirkkul","Fix filters with refs",0
"archesproject/arches","bferguso","9585 - Fixed ispublic label in Map Layer Manager page",0
"postmanlabs/postman-docs","jkonrath-postman","Merge pull request #4793 from postmanlabs/tw-1116-update-disable-sync

[TW-1116] Update disable sync version to include lightweight API client",1
"postmanlabs/postman-docs","jkonrath-postman","Update src/pages/docs/sending-requests/mqtt-client/mqtt-request-interface.md

Co-authored-by: MatthewPinsker <108359042+MatthewPinsker-postman@users.noreply.github.com>",1
"postmanlabs/postman-docs","jkonrath-postman","Remove Lightstep",1
"weaviate/weaviate","parkerduckworth","handle lsm cleanup error case (#3549)",0
"weaviate/weaviate","parkerduckworth","Merge pull request #3302 from weaviate/fix/search_repair_with_full_objects

 Improve remote node repair by retrieving complete objects during search",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Newman CI updates",0
"postmanlabs/postman-docs","jkonrath-postman","Update src/pages/docs/postman-flows/concepts/blocks-and-connections.md

Co-authored-by: Ashley Kinard <113702138+akinard-postman@users.noreply.github.com>",1
"postmanlabs/postman-docs","jkonrath-postman","move topic",1
"postmanlabs/postman-docs","claireriley","add review",1
"postmanlabs/postman-docs","claireriley","Merge remote-tracking branch 'origin/develop' into tw-1047-stop-collection-run",1
"weaviate/weaviate","dirkkul","Incorporate more feedback",0
"postmanlabs/postman-docs","nerminamiller-postman","Update src/pages/docs/designing-and-developing-your-api/developing-an-api/defining-an-api.md

Co-authored-by: Pete Witcher <107959588+petewitcher-postman@users.noreply.github.com>",0
"weaviate/weaviate","antas-marcin","Merge pull request #3120 from weaviate/fix/batch-put-panic

Fix: prevent batch add from panicking due to out of bounds indexing",1
"PhantomBot/PhantomBot","gmt2001","Implement AbstractDatabaseMap",1
"weaviate/weaviate","antas-marcin","Merge pull request #3678 from weaviate/cluster-contains-all-any-tests

Modify ContainsAny / All tests to run also in cluster setup",1
"weaviate/weaviate","antas-marcin","prepare release v1.21.0-rc.0",1
"weaviate/weaviate","antas-marcin","Adjust gRPC Java package name",1
"postmanlabs/postman-docs","nerminamiller-postman","Update src/pages/docs/collections/running-collections/working-with-data-files.md

Co-authored-by: Mark Anthony <87772944+mark-anthony-postman@users.noreply.github.com>",0
"postmanlabs/postman-docs","nerminamiller-postman","Update working-with-data-files.md

Updates admonition about formatting numbers with leading zeroes",0
"archesproject/arches","johnatawnclementawn","Render file upload options properly in RTL & LTR #9341",0
"archesproject/arches","chiatt","Comment out isactive check until isactive is reintroduced.",1
"archesproject/arches","chiatt","Add version compatibility tests, re #8702",1
"netbox-community/netbox","jeremystretch","Add GitHub issue template for translations",1
"postmanlabs/postman-docs","jkonrath-postman","Merge pull request #4975 from postmanlabs/search-page

update slug",1
"weaviate/weaviate","etiennedi","add simple memory guard rail (#3582)",1
"weaviate/weaviate","asdine","Merge remote-tracking branch 'origin/master' into as/insert-queue",0
"weaviate/weaviate","dirkkul","Merge pull request #3238 from weaviate/updated_go_client_benchmark

Update bm25 benchmarker dependencies",0
"postmanlabs/postman-docs","petewitcher-postman","Merge branch 'develop' into tw-784-fql-top-level-array",0
"weaviate/weaviate","dirkkul","Remove dead code",0
"weaviate/weaviate","dirkkul","Return error when we expect a generative request but the results do not contain one",0
"weaviate/weaviate","dirkkul","Cleanup",0
"weaviate/weaviate","abdelr","merging results from the queue and the index with a very basic brute force implementation",0
"weaviate/weaviate","nilskulawiak","added unittests",0
"weaviate/weaviate","nilskulawiak","fixed unittests",0
"postmanlabs/postman-docs","petewitcher-postman","First draft",0
"weaviate/weaviate","dirkkul","Ignore remaining errors and add ci action",0
"weaviate/weaviate","dirkkul","Add near image and audio",0
"weaviate/weaviate","abdelr","fixing condenser panic",0
"archesproject/arches","aarongundel","burns out unused import",1
"awsdocs/aws-doc-sdk-examples","cpyle0819","JavaScript (v3): Add --verbose|-v flag to scenario parser. (#5556)",0
"nextcloud/polls","dartcafe","Merge branch 'master' into next",1
"archesproject/arches","stickler-ci","Fixing style errors.",1
"postmanlabs/postman-docs","jkonrath-postman","Merge branch 'develop' into TW-1294-Doc-scratch-pad-EOL",1
"postmanlabs/postman-docs","jkonrath-postman","notes",1
"postmanlabs/postman-docs","jkonrath-postman","Merge pull request #4795 from postmanlabs/jk/fix-build

Remove frontmatter to get under search limit",1
"postmanlabs/postman-docs","jkonrath-postman","edits",1
"postmanlabs/postman-docs","jkonrath-postman","Update src/pages/docs/sending-requests/managing-environments.md

Co-authored-by: MatthewPinsker <108359042+MatthewPinsker-postman@users.noreply.github.com>",1
"archesproject/arches","RobOatesHistoricEngland","Add search debounce of 500ms",0
"postmanlabs/postman-docs","claireriley","add to left nav",1
"nextcloud/polls","dartcafe","Merge pull request #3141 from nextcloud/dep/title-to-name

change prop title to name",1
"nextcloud/polls","dartcafe","cs-fix

Signed-off-by: dartcafe <github@dartcafe.de>",1
"netbox-community/netbox","abhi1693","order available columns #14219",0
"nextcloud/polls","dartcafe","replace vue-richtext with NcRichText

Signed-off-by: dartcafe <github@dartcafe.de>",1
"lvgl/lvgl","XuNeo","feat(obj): add obj_id, class names, and dump support (#4536)

Signed-off-by: Xu Xingliang <xuxingliang@xiaomi.com>",0
"postmanlabs/postman-docs","OlliesWorld","Merge pull request #5135 from postmanlabs/markeng-2855

Markeng-2855  updated LC top navbar",0
"lvgl/lvgl","kisvegabor","chore: fix lv_example_img_1()",1
"archesproject/arches","chrabyrd","add readme to webpack direcotry #9304",1
"weaviate/weaviate","antas-marcin","Merge pull request #3518 from weaviate/grpc-add-java-options

Add Java options to gRPC protocol protobuf",1
"postmanlabs/postman-docs","mark-anthony-postman","Merge branch 'develop' into tw-1123-schema-validation",1
"postmanlabs/postman-docs","mark-anthony-postman","Update commenting on APIs screenshots",1
"netbox-community/netbox","jeremystretch","Changelog for #10030, #11578, #12639",1
"archesproject/arches","njkim","Merge branch 'dev/7.4.x' into 9366_update_edit_summary",1
"postmanlabs/postman-docs","nerminamiller-postman","Update src/pages/docs/sending-requests/graphql/graphql-client-first-request.md",0
"postmanlabs/postman-docs","nerminamiller-postman","Merge pull request #5068 from postmanlabs/TW-1293-tagging-limitations

[TW-1293] Tagging limitations",0
"archesproject/arches","chrabyrd","enforces datatype immutability #9875",1
"awsdocs/aws-doc-sdk-examples","DavidSouther","Rust: Example to load SdkConfig without using from_env. (#5581)

* Config with no env example using alternative environment fields",0
"archesproject/arches","jacobtylerwalls","Another forEach -> for ... of (for awaiting)",0
"archesproject/arches","jacobtylerwalls","Merge pull request #9914 from archesproject/9908_remove_load_errors_on_reverse_migration

Remove load_errors on reverse migration of tile excel importer, re #9908",0
"archesproject/arches","johnatawnclementawn","Alert user of radio toggle #9346",0
"weaviate/weaviate","antas-marcin","Revert ""Create nonexistent tenants in batch by default (#3392)""

This reverts commit 2cfa32d3f7fa4bdc1436dd50a2e036ba56c1fa5a.",1
"weaviate/weaviate","antas-marcin","Expand Auto Schema tests with empty array properties",1
"weaviate/weaviate","antas-marcin","Merge pull request #3658 from weaviate/initialize-shards-in-parallel

[Multi-Tenancy] Improve Startup Time by initializing Shards in parallel",1
"PhantomBot/PhantomBot","gmt2001","Merge pull request #3396 from PhantomBot/dependabot/github_actions/docker/setup-qemu-action-3

Bump docker/setup-qemu-action from 2 to 3",1
"PhantomBot/PhantomBot","gmt2001","Merge pull request #3238 from gmt2001/patch-653

Update session management",1
"PhantomBot/PhantomBot","gmt2001","Implement callHook delay before ready",1
"pingcap/docs","qiancai","release-7.1.2.md: fix an issue number (#15188)",1
"postmanlabs/postman-docs","jkonrath-postman","Update src/pages/docs/collaborating-in-postman/private-api-network/adding-private-network.md

Co-authored-by: MatthewPinsker <108359042+MatthewPinsker-postman@users.noreply.github.com>",1
"postmanlabs/postman-docs","jkonrath-postman","edits",1
"postmanlabs/postman-docs","jkonrath-postman","Merge pull request #4912 from postmanlabs/tw-469-settings-redesign

[TW-469] Update docs for new settings UI",1
"postmanlabs/postman-docs","petewitcher-postman","Update src/pages/docs/postman-flows/tutorials/make-your-own-automatically-scheduled-tasks.md

Co-authored-by: Ashley Kinard <113702138+akinard-postman@users.noreply.github.com>",0
"archesproject/arches","njkim","Filter resources using search_url, #9951",1
"netbox-community/netbox","DanSheps","Fixes: #11079 - Handle cables across multiple rear-port positions (#13337)

* Catch AssertionError's in signals.  Handle accordingly

* Alter cable logic to handle certain additional path types.

* Fix failures and add test

* More tests

* Remove not needed tests, add additional tests

* Finish tests, correct some behaviour

* Add check for mid-span device not allowed condition

* Remove excess import

* Remove logging import

* Remove logging import

* Minor tweaks based on Arthur's feedback

* Update netbox/dcim/tests/test_cablepaths.py

Co-authored-by: Jeremy Stretch <jstretch@netboxlabs.com>

* Update netbox/dcim/models/cables.py

Co-authored-by: Jeremy Stretch <jstretch@netboxlabs.com>

* Changes to account for required SVG rendering changes and based on feedback

* More tweaks for cable path checking

* Improve handling of links with multi-terminations

* Improved SVG rendering of multiple rear ports (with positions) per path trace.  Include asymmetric path detection

* Include missing assert to ensure links are same type.

* Clean up tests

* Remove unused objects from tests

* Changes requested to tests and update comments/doctstrings

* Fix parent reference

---------

Co-authored-by: Jeremy Stretch <jstretch@netboxlabs.com>",1
"weaviate/weaviate","parkerduckworth","Enforce tenant object separation and tenant key immutability (#3070)",0
"postmanlabs/postman-docs","jkonrath-postman","Merge branch 'develop' into tw-1335-collection-permissions-partner-workspaces",1
"postmanlabs/postman-docs","jkonrath-postman","Merge pull request #4642 from postmanlabs/tw-907-governance-custom-functions

[TW-907] Governance custom functions",1
"postmanlabs/postman-docs","jkonrath-postman","Merge pull request #4774 from postmanlabs/TW-1091-Doc-Golang-SDK-with-Gin-framework-support-for-Live-Collections

TW-1091 Doc Golang SDK with Gin framework support for Live Collections",1
"postmanlabs/postman-docs","jkonrath-postman","Merge pull request #4904 from postmanlabs/tw-1119-vs-code-collections-and-environments

[TW-1119] VSC Add collections and environments",1
"postmanlabs/postman-docs","jkonrath-postman","Merge branch 'develop' into TW-1054-Getting-Started-section-IA-refactor",1
"postmanlabs/postman-docs","jkonrath-postman","Merge pull request #5085 from postmanlabs/TW-1348-Heading-changes-at-top-level

[TW-1348] Heading changes",1
"netbox-community/netbox","sudheesh001","Fixes #12862 - Add Button for Wireless Links in Sidebar

Signed-off-by: Sudheesh Singanamalla <sudheesh@cs.washington.edu>",0
"netbox-community/netbox","abhi1693","adds additional parameters for token provision api #12870",0
"postmanlabs/postman-docs","claireriley","change name",1
"archesproject/arches","apeters","Merge pull request #10124 from archesproject/10120_whole_word_bulk_replace

[bulk editor] Add the capability of replacing the whole word only, #10120",1
"postmanlabs/postman-docs","akinard-postman","Update src/pages/docs/collaborating-in-postman/private-api-network/private-network-requests.md

Co-authored-by: MatthewPinsker <108359042+MatthewPinsker-postman@users.noreply.github.com>",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Merge pull request #4759 from postmanlabs/tw-1019-account-linking

[TW-1019] Account linking with Google and SSO",0
"PhantomBot/PhantomBot","Sartharon","Revert ""lots of debugging""

This reverts commit cddf4657ab3f1fca8e4a218bc1f4c402a9e0f809.",0
"PhantomBot/PhantomBot","Sartharon","Ensure existing cooldowns have a default 'clearOnOnline' value, use safe string compare, fix copy paste mistake",0
"netbox-community/netbox","arthanson","7503 do device validate-create in serial (#12222)

* 7503 do device validate-create in serial

* 7503 fix single instance

* 7503 atomic transaction

* 7503 fix return data for bulk operations

* 7503 add test

* Move sequential creation logic to a mixin

---------

Co-authored-by: jeremystretch <jstretch@netboxlabs.com>",0
"archesproject/arches","apeters","fix type cast issue with __arches_create_resource_x_resource_relationships function, re #9746",1
"postmanlabs/postman-docs","akinard-postman","Add bottom return for space padding in step 4 note",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Add redirect for removed page",0
"xamarin/xamarin-macios","rolfbjarne","[net8.0-xcode15] Merge net8.0 into net8.0-xcode15.",1
"weaviate/weaviate","dandv","Fix typo in test/run/sh",0
"weaviate/weaviate","etiennedi","prepare release v1.20.0",1
"xamarin/xamarin-macios","dustin-wojciechowski","[Generator] Refactor Format Type methods into TypeManager class (#19331)

First take at refactoring parts of the Generator:

1. RemoveArity() is now a string extension method with a test
2. FormatType, FormatTypeUsedIn, and part of PrimitiveType methods have
been moved into the TypeManager class.
3. TypeManager now has access to BindingTouch (similar to the other
Manager classes) so that it may call methods from NamespaceManager,
which also had to be made into a public property of BindingTouch vs
being passed through the Generator constructor.

---------

Co-authored-by: Manuel de la Pena <mandel@microsoft.com>
Co-authored-by: GitHub Actions Autoformatter <github-actions-autoformatter@xamarin.com>
Co-authored-by: Alex Soto <alex@alexsoto.me>",0
"weaviate/weaviate","abdelr","Merge pull request #3690 from weaviate/binary_quantisation_brute_force

Binary quantization & brute force index type",0
"weaviate/weaviate","aliszka","adds cm stop for geoprops on class delete",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Add step about selecting a workspace template",0
"nextcloud/polls","dartcafe","Merge pull request #3103 from nextcloud/bug/misc-fixes

Some fixes",1
"nextcloud/polls","dartcafe","Update stale.yml

Signed-off-by: René Gieling <github@dartcafe.de>",1
"archesproject/arches","aarongundel","Merge pull request #9549 from archesproject/9548_csv_error

Fixes error when instance in csv has no tile data",1
"xamarin/xamarin-macios","ivanpovazan","Use RuntimeHostConfigurationOption for ObjCRuntime features (#18763)

This PR unifies the way `ObjCRuntime` features are passed to trimming
tools by using `RuntimeHostConfigurationOption`.

---
Fixes: https://github.com/xamarin/xamarin-macios/issues/18483",0
"postmanlabs/postman-docs","petewitcher-postman","Style edits and added the last tutorial",0
"postmanlabs/postman-docs","petewitcher-postman","Merge branch 'develop' into TW-693-Doc-GraphQL",0
"postmanlabs/postman-docs","petewitcher-postman","Updated objective",0
"archesproject/arches","jacobtylerwalls","Add tests",0
"archesproject/arches","johnatawnclementawn","nit #9350",0
"lvgl/lvgl","FASTSHIFT","feat(layer): add more efficient widget translucent mode (#4415)

Signed-off-by: FASTSHIFT <vifextech@foxmail.com>
Co-authored-by: pengyiqiang <pengyiqiang@xiaomi.com>
Co-authored-by: Gabor Kiss-Vamosi <kisvegabor@gmail.com>",1
"postmanlabs/postman-docs","jkonrath-postman","template link additions",1
"postmanlabs/postman-docs","jkonrath-postman","Edits to initial and current values",1
"postmanlabs/postman-docs","jkonrath-postman","edits",1
"postmanlabs/postman-docs","jkonrath-postman","more moves",1
"postmanlabs/postman-docs","jkonrath-postman","Merge branch 'develop' into TW-1179-Doc-LiveCollection-changelog-changes",1
"postmanlabs/postman-docs","tristandenyer","Improve pageload performance with better asset loading (#4871)

updates include:
* Improve pageload performance with better asset loading
* added async to Polyfil script
* use minfied polyfill.io script to support non-modern browsers

When a modern browser is detected, the service will disable ployfills in favor of native implimentations
Modern browsers will instead display in browser:

/* Polyfill service v3.111.0
 * Disable minification (remove `.min` from URL path) for more info */

---------

Co-authored-by: Brian Swisher <brian.swisher@postman.com>",1
"archesproject/arches","njkim","nit, #9693",1
"weaviate/weaviate","aliszka","unifies regexes for className and shardName/tenantKey",0
"PhantomBot/PhantomBot","gmt2001","Fix bad logic",1
"postmanlabs/postman-docs","MatthewPinsker-postman","Claire's feedback",0
"PhantomBot/PhantomBot","Sartharon","Fix panel not showing all recent events",0
